ClassName;Faulty;CyclomaticComplexity;SourceLinesOfCode;CommentDensity;WeightedMethodsPerClass;DepthOfInheritance;NumberOfChildren;CouplingBetweenObjects;ResponseForAClass;LackOfCohesionOfMethods;LambdaScore;LambdaCount;SourceLinesOfLambda;LambdaUsed;LambdaFieldVariableUsageCount;LambdaFieldVariableUsed;LambdaLocalVariableUsageCount;LambdaLocalVariableUsed;UnterminatedCollections;LambdaSideEffectCount
FileSystem;0;48;242;7;62;0;0;11;116;19;3;10;10;0;0;0;1;0;0;0
Folder;0;14;64;15;16;0;0;4;38;3;0;0;0;0;0;0;0;0;0;0
ZipFileLoader;0;16;178;3;5;0;0;2;68;23;1;3;3;0;0;0;0;0;0;0
Game;1;98;657;10;142;0;0;101;325;628;4;20;28;0;3;0;7;0;2;0
GameInformation;0;12;114;12;14;0;0;19;32;4;0;1;1;0;1;0;0;0;0;0
ActorInfo;1;17;110;10;20;0;0;20;72;8;18;15;25;0;0;0;16;0;4;0
MusicInfo;0;8;44;2;4;0;0;7;13;0;0;0;0;0;0;0;0;0;0;0
Ruleset;0;35;216;3;32;0;0;32;84;0;25;19;73;0;60;0;43;0;1;3
SoundInfo;0;3;35;0;3;0;0;7;21;0;14;6;6;0;3;0;0;0;0;0
SoundPool;0;3;22;4;3;0;0;4;6;0;0;0;0;0;0;0;0;0;0;0
ProjectileArgs;0;1;14;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
WeaponInfo;0;16;112;6;22;0;0;13;40;6;2;3;3;0;1;0;2;0;0;0
GameSpeed;0;1;7;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
GameSpeeds;0;2;12;0;2;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0
Animation;1;18;172;1;34;0;0;9;62;78;15;9;31;0;12;0;2;0;0;6
AnimationWithOffset;0;4;35;0;5;0;0;6;11;0;2;1;1;0;0;0;0;0;0;0
ChromeProvider;0;14;93;3;19;0;0;11;45;0;3;3;3;0;4;0;0;0;0;0
CursorProvider;1;7;39;2;3;0;0;15;24;0;9;4;4;0;2;0;2;0;0;0
CursorSequence;0;9;40;0;0;0;0;6;18;0;0;0;0;0;0;0;0;0;0;0
HardwareCursor;0;22;98;1;26;0;0;5;27;5;1;1;1;0;0;0;3;0;0;0
HardwarePalette;1;13;98;2;23;0;0;10;56;13;0;0;0;0;0;0;0;0;0;0
MappedImage;0;3;23;0;3;0;0;7;13;1;0;0;0;0;0;0;0;0;0;0
PlaceholderModelSequenceLoader;0;1;22;0;1;0;0;2;9;6;0;0;0;0;0;0;0;0;0;0
ModelRenderProxy;0;1;14;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0
ModelRenderer;0;22;261;6;33;0;0;14;154;26;14;3;45;0;13;0;46;0;0;4
Palette;0;2;24;0;3;0;0;6;7;3;0;0;0;0;0;0;0;0;0;0
ImmutablePalette;0;6;55;3;4;0;0;10;18;0;0;0;0;0;0;0;0;0;0;0
MutablePalette;0;2;30;0;5;0;0;2;12;0;0;0;0;0;0;0;0;0;0;0
PaletteReference;0;1;16;0;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0
PlayerColorRemap;0;4;34;5;3;0;0;4;17;1;12;5;5;0;2;0;4;0;1;0
RgbaColorRenderer;0;14;209;5;28;0;0;4;98;9;0;1;1;0;0;0;0;0;0;0
RgbaSpriteRenderer;0;4;26;0;6;0;0;4;10;0;0;0;0;0;0;0;0;0;0;0
SequenceProvider;0;10;80;1;16;0;0;13;43;1;8;3;7;0;5;0;1;0;0;0
Sheet;0;15;102;0;21;0;0;20;29;0;0;0;0;0;0;0;0;0;0;0
SheetOverflowException;0;1;6;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
SheetBuilder;1;12;96;1;20;0;0;18;41;2;1;1;1;0;0;0;0;0;0;0
SoftwareCursor;0;6;68;0;8;0;0;12;29;2;1;1;1;0;1;0;0;0;0;0
Sprite;0;2;30;0;0;0;1;25;8;0;0;0;0;0;0;0;0;0;0;0
SpriteWithSecondaryData;0;1;18;0;0;1;0;4;5;0;0;0;0;0;0;0;0;0;0;0
SpriteFont;0;17;142;1;25;0;0;10;64;12;1;2;2;0;3;0;1;0;0;0
GlyphInfo;0;1;6;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
SpriteCache;0;9;61;20;2;0;0;5;17;0;1;1;1;0;0;0;0;0;1;0
FrameCache;0;1;10;0;0;0;0;5;3;0;9;1;1;0;0;0;1;0;0;0
FrameLoader;0;4;22;0;5;0;0;3;6;0;0;0;0;0;0;0;0;0;0;0
SpriteRenderer;0;19;128;3;29;0;0;12;42;0;0;0;0;0;0;0;0;0;0;0
TerrainSpriteLayer;0;11;88;8;15;0;0;13;28;0;0;0;0;0;0;0;0;0;0;0
TheaterTemplate;0;1;12;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0
Theater;1;22;93;6;14;0;0;13;44;3;26;4;34;0;18;0;28;0;2;2
Util;0;18;300;2;31;0;0;14;42;72;0;1;1;0;0;0;0;0;0;0
ViewportExts;0;2;11;8;3;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0
Viewport;1;26;212;8;31;0;0;25;103;15;4;3;11;0;8;0;12;0;0;0
WorldRenderer;1;43;229;7;59;0;0;48;151;60;7;17;19;0;10;0;0;0;9;0
HotkeyDefinition;0;4;19;0;0;0;0;4;7;0;9;2;2;0;2;0;0;0;0;0
HotkeyManager;0;7;47;4;6;0;0;7;13;0;4;2;2;0;1;0;1;0;0;0
HotkeyReference;0;2;22;0;3;0;0;2;6;0;4;1;1;0;1;0;0;0;0;0
NullInputHandler;0;1;7;12;4;0;0;0;4;6;0;0;0;0;0;0;0;0;0;0
DefaultInputHandler;0;1;24;0;4;0;0;6;12;0;11;3;3;0;0;0;0;0;0;0
MouseButtonPreference;0;3;17;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0
KeycodeExts;0;2;249;0;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
InstalledMods;0;14;88;3;20;0;0;13;45;9;1;1;1;0;0;0;0;0;1;0
Utility;0;1;10;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0
LocalPlayerProfile;0;16;139;2;18;0;0;9;49;0;30;4;60;0;17;0;8;0;0;10
LogProxy;0;1;7;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
SpriteSequenceFormat;0;1;10;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0
ModelSequenceFormat;0;1;10;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0
ModMetadata;0;1;8;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0
Manifest;1;18;145;8;17;0;0;39;81;2;5;4;8;0;4;0;2;0;0;0
ActorInitializer;0;1;14;0;3;0;0;16;8;0;0;0;0;0;0;0;0;0;0;0
LocationInit;0;1;8;0;1;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0
OwnerInit;0;2;19;0;2;0;0;4;5;0;5;1;1;0;2;0;0;0;0;0
ActorReference;0;6;43;2;8;0;0;8;22;6;14;1;7;0;0;0;4;0;0;0
CellLayer;0;11;105;7;19;0;0;4;40;0;0;0;0;0;0;0;0;0;0;0
CellRegion;0;16;111;8;20;0;0;4;38;1;0;0;0;0;0;0;0;0;0;0
MapField;0;25;75;0;21;0;0;6;26;0;1;1;1;0;2;0;0;0;0;0
Map;1;149;814;12;175;0;0;43;402;263;2;19;19;0;19;0;3;0;5;0
MapCache;0;58;282;6;68;0;0;25;109;11;20;14;73;0;14;0;17;0;0;1
MapGrid;0;18;117;13;16;0;0;13;39;6;15;2;21;0;4;0;8;0;0;2
MapPlayers;0;2;52;0;1;0;0;11;25;0;10;5;6;0;5;0;0;0;0;0
RemoteMapData;0;1;24;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
MapPreview;1;52;421;4;64;0;0;31;140;73;26;10;155;0;38;0;80;0;0;4
PlayerReference;0;1;26;0;1;0;0;9;5;0;0;0;0;0;0;0;0;0;0;0
ProjectedCellRegion;0;7;65;24;7;0;0;8;17;4;0;0;0;0;0;0;0;0;0;0
TerrainTileInfo;0;1;11;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
TerrainTypeInfo;0;1;10;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0
TerrainTemplateInfo;0;12;66;2;5;0;0;8;26;1;0;0;0;0;0;0;0;0;0;0
TileSet;1;14;90;3;11;0;0;15;41;0;6;6;6;0;4;0;0;0;0;0
MiniYamlExts;0;3;17;5;5;0;0;2;12;3;5;1;1;0;0;0;0;0;0;0
MiniYamlNode;0;1;39;0;2;0;0;44;16;0;0;0;0;0;0;0;0;0;0;0
MiniYaml;0;76;300;5;93;0;0;53;139;3;5;16;16;0;14;0;2;0;2;0
YamlException;0;1;5;0;0;1;0;5;1;0;0;0;0;0;0;0;0;0;0;0
ModData;1;25;144;4;19;0;0;63;82;8;15;11;26;0;7;0;6;0;0;0
EchoConnection;0;9;85;1;17;0;1;3;41;17;0;0;0;0;0;0;0;0;0;0
NetworkConnection;0;13;93;6;15;1;0;3;42;2;0;0;0;0;0;0;0;0;0;0
FrameData;1;2;54;0;7;0;0;4;32;5;19;11;13;0;4;0;2;0;0;4
SlotClient;0;3;44;0;4;0;0;9;9;3;0;0;0;0;0;0;0;0;0;0
GameSave;0;24;161;19;21;0;0;9;117;0;4;4;8;0;1;0;2;0;0;0
GameClient;0;2;25;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0
GameServer;0;25;136;20;9;0;0;20;64;0;6;10;10;0;11;0;0;0;0;0
GeoIP;0;4;61;0;5;0;0;2;12;0;0;0;0;0;0;0;0;0;0;0
HandshakeRequest;0;1;19;0;2;0;0;8;11;1;0;0;0;0;0;0;0;0;0;0
HandshakeResponse;0;4;37;2;5;0;0;9;17;0;2;1;1;0;0;0;0;0;0;0
OrderFieldsExts;0;1;7;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Order;1;50;240;1;61;0;0;20;107;0;0;0;0;0;0;0;0;0;0;0
OrderIO;0;3;47;0;8;0;0;3;25;6;0;0;0;0;0;0;0;0;0;0
OrderManager;0;29;155;1;35;0;0;17;69;20;9;5;16;0;3;0;4;0;1;0
ChatLine;0;1;14;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
ReplayConnection;1;24;106;10;9;0;0;8;41;8;0;1;1;0;0;0;0;0;0;0
ReplayRecorder;0;17;74;1;20;0;0;10;30;0;1;1;1;0;1;0;0;0;0;0
Session;1;19;200;4;20;0;0;23;81;0;4;9;9;0;11;0;0;0;0;0
SyncReport;0;39;244;6;20;0;0;20;98;9;2;7;7;0;0;0;2;0;2;0
UnitOrders;1;86;269;4;88;0;0;24;79;0;1;4;5;0;6;0;0;0;0;0
UPnP;0;6;53;0;6;0;0;3;19;0;0;0;0;0;0;0;0;0;0;0
ObjectCreator;0;17;126;5;25;0;0;15;76;39;8;11;11;0;4;0;2;0;1;0
GenericSelectTarget;0;6;44;2;9;1;0;6;16;2;0;0;0;0;0;0;0;0;1;0
UnitOrderGenerator;1;37;139;9;46;0;1;15;80;27;9;15;15;0;10;0;4;0;2;0
Platform;0;31;150;16;35;0;0;15;67;0;0;0;0;0;0;0;0;0;0;0
Player;0;28;167;4;26;0;0;38;59;17;5;9;9;0;8;0;1;0;0;0
PlayerDatabase;0;9;50;9;9;0;0;14;17;0;35;5;27;0;4;0;8;0;0;0
PlayerProfile;0;5;33;2;5;0;0;10;6;0;2;1;1;0;1;0;0;0;0;0
PlayerBadge;0;1;10;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0
ActionQueue;0;7;40;2;9;0;0;2;15;0;0;0;0;0;0;0;0;0;0;0
BitSetAllocator;0;7;53;1;11;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0
Cache;0;2;26;0;5;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0
ConcurrentCache;0;2;25;0;4;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0
DisposableAction;0;2;23;0;2;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
EWMA;0;1;11;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
MergedStream;0;11;86;0;12;2;0;0;17;4;0;0;0;0;0;0;0;0;0;0
ObservableCollection;0;1;37;2;4;1;0;0;14;6;11;5;5;0;0;0;0;0;0;0
ObservableSortedDictionary;0;1;12;0;1;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0
ObservableDictionary;0;2;88;1;13;0;0;0;30;0;5;5;5;0;0;0;0;0;0;0
ObservableList;0;2;82;1;12;0;0;0;30;0;5;5;5;0;0;0;0;0;0;0
Pair;0;1;13;7;1;0;0;10;9;3;0;0;0;0;0;0;0;0;0;0
PriorityQueue;0;16;77;0;22;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0
ReadOnlyAdapterStream;0;8;50;10;13;2;0;0;25;24;0;0;0;0;0;0;0;0;0;0
ReadOnlyDictionary;0;1;7;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
ReadOnlyList;0;1;7;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
SegmentStream;0;12;85;21;15;2;0;2;32;0;0;0;0;0;0;0;0;0;0;0
SpatiallyPartitioned;0;17;100;7;27;0;0;1;56;33;2;3;3;0;0;0;0;0;0;0
TypeDictionary;0;13;78;0;23;0;0;11;41;15;1;1;1;0;0;0;0;0;0;0
TypeExts;0;2;11;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Renderer;0;20;225;4;39;0;0;25;100;198;6;4;16;0;6;0;2;0;0;0
ScriptActorInterface;0;3;35;5;6;1;0;6;16;0;14;2;6;0;0;0;2;0;2;0
ScriptPropertyGroupAttribute;0;1;5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
ExposedForDestroyedActors;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
ScriptActorPropertyActivityAttribute;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ScriptActorProperties;0;1;10;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0
ScriptPlayerProperties;0;1;10;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0
ScriptGlobal;0;3;30;3;4;1;0;4;17;1;18;1;7;0;1;0;3;0;0;0
ScriptGlobalAttribute;0;1;5;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
ScriptContext;0;12;132;4;17;0;0;26;80;31;10;6;16;0;2;0;4;0;2;0
ScriptMemberExts;0;8;44;0;10;0;0;0;23;0;2;1;1;0;0;0;0;0;1;0
ScriptMemberWrapper;0;20;99;5;22;0;0;2;35;0;12;1;14;0;0;0;3;0;0;0
ScriptObjectWrapper;0;6;45;0;7;0;3;5;24;4;0;0;0;0;0;0;0;0;1;0
ScriptPlayerInterface;0;1;18;0;2;1;0;4;9;0;21;1;5;0;0;0;2;0;1;0
LuaValueExts;0;42;139;6;45;0;0;1;42;3;0;0;0;0;0;0;0;0;0;0
SelectableExts;0;10;53;0;15;0;0;6;24;4;8;5;5;0;4;0;0;0;0;0
Connection;1;14;85;5;16;0;0;6;21;0;0;0;0;0;0;0;0;0;0;0
Exts;0;1;7;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
ProtocolVersion;0;1;4;20;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
Server;1;150;730;5;153;0;0;36;379;71;26;27;263;0;151;0;80;0;1;4
ServerOrder;0;11;52;1;12;0;0;3;24;0;0;0;0;0;0;0;0;0;0;0
ServerTrait;1;1;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
DebugServerTrait;1;1;28;0;6;1;0;4;12;15;0;0;0;0;0;0;0;0;0;0
ServerSettings;0;1;36;0;1;0;0;7;2;0;0;0;0;0;0;0;0;0;0;0
DebugSettings;0;1;33;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0
GraphicSettings;0;1;24;0;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0;0
SoundSettings;0;1;11;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
PlayerSettings;0;1;8;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0
GameSettings;1;1;25;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0
Settings;0;25;135;6;19;0;0;30;74;8;8;8;13;0;7;0;7;0;2;0
Sound;0;62;329;0;88;0;0;16;113;0;2;4;7;0;4;0;1;0;0;0
SoundDevice;0;1;10;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
StreamExts;0;13;128;3;31;0;0;0;71;153;0;0;0;0;0;0;0;0;0;0
Arguments;0;4;19;0;4;0;0;5;10;0;0;0;0;0;0;0;0;0;0;0
Benchmark;0;4;39;0;6;0;0;4;15;0;0;0;0;0;0;0;0;0;0;0
Evaluator;0;23;80;0;27;0;0;2;37;6;4;4;4;0;0;0;0;0;2;0
ExceptionHandler;0;10;71;1;13;0;0;10;39;3;0;0;0;0;0;0;0;0;0;0
LaunchArguments;0;6;30;6;3;0;0;3;12;0;0;0;0;0;0;0;0;0;0;0
Log;0;10;59;0;14;0;0;29;24;2;0;0;0;0;0;0;0;0;0;0
MersenneTwister;0;7;57;0;10;0;0;12;13;1;0;0;0;0;0;0;0;0;0;0
PerfHistory;0;4;26;0;4;0;0;4;5;0;18;1;6;0;5;0;1;0;0;2
PerfItem;0;11;53;0;12;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0
PerfTimer;0;13;88;1;13;0;0;8;29;6;0;0;0;0;0;0;0;0;0;0
Program;0;4;19;0;4;0;0;2;6;0;5;1;1;0;0;0;0;0;0;0
VariableExpression;0;158;778;2;73;0;2;2;254;114;0;0;0;0;0;0;0;0;0;0
BooleanExpression;0;1;12;0;1;1;0;2;4;0;0;0;0;0;0;0;0;0;0;0
IntegerExpression;0;1;12;0;1;1;0;2;4;0;0;0;0;0;0;0;0;0;0;0
SyncAttribute;0;1;2;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0
Sync;1;18;142;0;31;0;0;11;63;66;2;3;3;0;0;0;0;0;0;0
ListExts;0;3;17;0;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
TraitDictionary;0;21;201;0;18;0;0;7;97;101;1;3;4;0;1;0;0;0;0;0
ActivityUtils;0;5;31;16;6;0;0;5;10;1;3;1;1;0;0;0;0;0;0;0
DebugPauseStateInfo;0;1;5;0;1;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0
DebugPauseState;0;1;7;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0
InteractableInfo;0;1;13;0;1;0;1;4;2;0;0;0;0;0;0;0;0;0;0;0
Interactable;0;3;36;0;7;0;1;4;18;6;5;2;2;0;0;0;0;0;0;0
ActorReferenceAttribute;0;1;9;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
WeaponReferenceAttribute;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VoiceSetReferenceAttribute;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VoiceReferenceAttribute;0;1;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
LocomotorReferenceAttribute;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NotificationReferenceAttribute;0;1;11;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
SequenceReferenceAttribute;0;1;11;8;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
GrantedConditionReferenceAttribute;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ConsumedConditionReferenceAttribute;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PaletteDefinitionAttribute;0;1;9;0;0;1;0;4;1;0;0;0;0;0;0;0;0;0;0;0
PaletteReferenceAttribute;0;1;14;0;0;1;0;3;2;0;0;0;0;0;0;0;0;0;0;0
FixedColorPaletteInfo;0;1;19;0;1;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0
FixedColorPalette;0;1;13;0;1;0;0;3;6;0;0;0;0;0;0;0;0;0;0;0
FrozenActorLayerInfo;0;1;7;0;1;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0
FrozenActor;1;17;126;9;20;0;0;14;40;15;3;5;5;0;2;0;1;0;0;0
FrozenActorLayer;1;21;143;4;29;0;0;14;51;0;9;5;15;0;10;0;4;0;0;0
IndexedPlayerPaletteInfo;0;3;22;0;4;0;0;7;5;1;0;0;0;0;0;0;0;0;0;0
IndexedPlayerPalette;0;2;19;0;2;0;0;3;8;0;0;0;0;0;0;0;0;0;0;0
IndexedColorRemap;0;4;19;0;2;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
PlayerColorPaletteInfo;0;1;17;0;1;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0
PlayerColorPalette;0;1;14;0;1;0;0;4;6;0;0;0;0;0;0;0;0;0;0;0
PlayerHighlightPaletteInfo;0;1;8;0;1;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0
PlayerHighlightPalette;0;2;14;0;2;0;0;4;8;0;6;1;1;0;0;0;1;0;0;0
ShroudInfo;0;1;40;0;2;0;0;8;5;1;0;0;0;0;0;0;0;0;0;0
Shroud;0;50;276;4;66;0;0;16;84;0;0;1;1;0;0;0;0;0;0;0
SelectableInfo;0;1;11;0;1;1;0;8;2;0;0;0;0;0;0;0;0;0;0;0
Selectable;1;2;11;0;0;1;0;4;2;0;0;0;0;0;0;0;0;0;0;0
RequireExplicitImplementationAttribute;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DamageType;0;1;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0
StanceExts;0;1;7;12;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
AttackInfo;0;1;7;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
Damage;0;1;15;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0
DecorationBoundsExtensions;0;5;23;8;6;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0
TargetModifiersExts;0;1;7;12;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
TraitInfo;0;1;1;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
TargetableType;0;1;1;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0
LobbyOption;0;1;27;0;1;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0
LobbyBooleanOption;0;1;14;0;1;1;0;1;7;0;0;0;0;0;0;0;0;0;0;0
DebugVisualizationsInfo;0;1;2;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0
DebugVisualizations;0;1;8;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
FactionInfo;0;1;15;0;0;1;0;7;1;0;0;0;0;0;0;0;0;0;0;0
Faction;0;1;1;50;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
ScreenMapInfo;0;1;6;0;1;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0
ScreenMap;1;27;241;0;52;0;0;14;138;56;3;10;10;0;6;0;4;0;3;0
ScreenShakerInfo;0;1;6;0;1;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0
ScreenShaker;0;2;47;0;8;0;0;5;26;0;6;3;3;0;5;0;1;0;0;0
ClearInvalidModRegistrationsCommand;0;6;21;0;7;0;0;6;7;1;0;0;0;0;0;0;0;0;0;0
RegisterModCommand;0;6;18;0;7;0;0;4;5;1;0;0;0;0;0;0;0;0;0;0
UnregisterModCommand;0;6;18;0;7;0;0;4;5;1;0;0;0;0;0;0;0;0;0;0
VoiceExts;0;13;49;2;16;0;0;5;17;0;2;1;1;0;0;0;0;0;0;0
ChromeMetrics;0;4;28;0;6;0;0;8;12;0;3;1;1;0;0;0;0;0;0;0
Ui;0;22;106;3;35;0;0;10;48;0;0;0;0;0;0;0;0;0;0;0
ChromeLogic;0;1;8;0;5;0;0;2;7;6;0;0;0;0;0;0;0;0;0;0
Widget;0;60;299;6;93;0;1;14;133;335;0;2;2;0;3;0;0;0;0;0
ContainerWidget;0;2;15;0;5;1;0;3;9;6;6;1;1;0;0;0;0;0;0;0
WidgetArgs;0;1;6;0;1;1;0;4;4;0;0;0;0;0;0;0;0;0;0;0
WidgetLoader;0;14;53;0;13;0;0;12;35;1;3;2;2;0;1;0;0;0;0;0
World;0;63;413;4;93;0;0;67;182;359;2;9;9;0;4;0;0;0;0;0
WorldUtils;0;9;62;7;15;0;0;4;23;13;4;3;3;0;0;0;0;0;2;0
IEnumerableExtensions;0;3;22;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
Infiltrate;1;11;46;8;13;2;0;2;21;0;0;0;0;0;0;0;0;0;0;0
LayMines;0;17;77;7;19;1;0;1;42;0;11;5;10;0;15;0;0;0;0;0
Leap;0;11;82;8;15;1;0;2;24;0;0;0;0;0;0;0;0;0;0;0
LeapAttack;0;34;112;9;31;1;0;3;37;0;0;1;1;0;0;0;0;0;0;0
Teleport;1;35;95;4;34;1;0;2;33;0;1;1;1;0;0;0;0;0;1;0
